rank,tier,priority_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,avg_buy_usd,sources,tags,provider_tags,token_tags,manual_rating,manual_notes
1,A,215.2,DWja6UWwLhX3uK4joHd7JwGHU2cpZP4cvevEQ69rxxqu,https://gmgn.ai/sol/address/DWja6UWwLhX3uK4joHd7JwGHU2cpZP4cvevEQ69rxxqu,,,,6,6,0.545,11,11,3.78,1,2026-05-11T00:44:54.000Z,2026-05-11T05:34:06.308Z,101302,0,615.16220357269,0,0.0000621582138484806,gmgn,smart_degen,,bundler|paper_hands,,
2,A,214.7,5B52w1ZW9tuwUduueP5J7HXz5AcGfruGoX6YoAudvyxG,https://gmgn.ai/sol/address/5B52w1ZW9tuwUduueP5J7HXz5AcGfruGoX6YoAudvyxG,Yenni,Yennii56,Yenni,5,4,0.625,8,5,8,3.9,2026-05-08T07:46:37.000Z,2026-05-08T08:08:34.966Z,142556,0,4194.431896575176,0.444444,79.2661683420818,okx|gmgn,smart_money|renowned|kol,kol|axiom|padre,bundler|transfer_in|paper_hands|diamond_hands,,
3,A,206.6,8fcpKabenaFrm53uB2jaMk9vpUVHa626KKcSYTiTCAf2,https://gmgn.ai/sol/address/8fcpKabenaFrm53uB2jaMk9vpUVHa626KKcSYTiTCAf2,,,,6,5,0.545,11,10,11,3.9,2026-05-08T08:01:34.000Z,2026-05-08T08:07:29.513Z,101776,22,89.46642681825,0,0.002991274042175489,gmgn,smart_degen,,,,
4,A,203.3,69z4qTgQ5DBRTJvnQzx2h8jZhNsv5UgADotEwwKUm2JS,https://gmgn.ai/sol/address/69z4qTgQ5DBRTJvnQzx2h8jZhNsv5UgADotEwwKUm2JS,Tyrelle Anderson-Brown,TyrelleAB,Tyrelle Anderson-Brown,5,5,0.500,10,9,3.43,1,2026-05-10T10:05:25.000Z,2026-05-11T05:33:58.285Z,112341,10,115.85677681269,0,0.0005287725497268252,gmgn|okx,renowned|kol,kol|gmgn|bluechip_owner,paper_hands|bundler,,
5,A,199.7,2NuAgVk3hcb7s4YvP4GjV5fD8eDvZQv5wuN6ZC8igRfV,https://gmgn.ai/sol/address/2NuAgVk3hcb7s4YvP4GjV5fD8eDvZQv5wuN6ZC8igRfV,,,,5,5,0.500,10,10,10,3.9,2026-05-08T06:49:03.000Z,2026-05-08T08:07:33.544Z,68079,0,186.31417543645,0,0.000113224922093986,gmgn,smart_degen,,,,
6,A,198.2,8LUtQLSVoKewkXXHSsWJA9sio9cH7Q4hSfKVm5cRk7QY,https://gmgn.ai/sol/address/8LUtQLSVoKewkXXHSsWJA9sio9cH7Q4hSfKVm5cRk7QY,,,,5,5,0.385,13,12,4.44,1,2026-05-10T20:16:06.000Z,2026-05-11T05:34:06.309Z,90160,0,50.49119096448,0,0.00017800347342992432,gmgn,smart_degen,axiom,bundler|paper_hands,,
7,A,183.1,2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,https://gmgn.ai/sol/address/2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,Cupsey,Cupseyy,Cupsey,3,3,0.250,12,11,4.1,1,2026-05-10T15:44:28.000Z,2026-05-11T05:33:58.285Z,114266,0,782.8299380474364,0,0.00006333590700785183,gmgn|okx,renowned|kol,kol|axiom|gmgn|wash_trader,bundler|transfer_in|paper_hands|diamond_hands|top_holder,,
8,B,182.3,HEq5VR1iu2cMC899q76BCQnFTTJrtay7NZPzmhCAWtrQ,https://gmgn.ai/sol/address/HEq5VR1iu2cMC899q76BCQnFTTJrtay7NZPzmhCAWtrQ,,,,2,2,0.400,5,5,5,3.9,2026-05-07T03:41:37.000Z,2026-05-08T08:08:34.976Z,135556,0,7166.086751890524,0.66,47.68287814045281,gmgn|okx,smart_degen|smart_money,,,,
9,A,180.6,CXVJewdc79TYR55sz4SGLSWUPz3r4LBJ9Mn93bZ8ZyAz,https://gmgn.ai/sol/address/CXVJewdc79TYR55sz4SGLSWUPz3r4LBJ9Mn93bZ8ZyAz,,,,5,5,0.714,7,7,2.4,1,2026-05-10T20:12:31.000Z,2026-05-11T05:34:06.310Z,102302,0,150.0469093286,0,0.0001932356308058996,gmgn,smart_degen,axiom|bullx|gmgn|padre,bundler|paper_hands,,
10,A,174.4,H2KAvWycyqeHhqkMC1f83Pwju3B2MztLYdXVpNMcDs2V,https://gmgn.ai/sol/address/H2KAvWycyqeHhqkMC1f83Pwju3B2MztLYdXVpNMcDs2V,,,,4,4,0.400,10,9,3.42,1,2026-05-10T22:35:07.000Z,2026-05-11T05:34:06.309Z,92925,0,369.93783905186,0,0.00010586550328169261,gmgn,smart_degen,axiom,bundler|paper_hands,,
11,A,173.4,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,https://gmgn.ai/sol/address/suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,Cupsey,Cupseyy,Cupsey,3,3,0.300,10,10,3.43,1,2026-05-10T05:22:56.000Z,2026-05-11T05:33:58.285Z,114266,0,222.07135980522017,0,0.00004506227206583633,gmgn|okx,renowned|kol,kol|axiom|photon,bundler|paper_hands,,
12,A,166.1,zephyrni115ZD4MvotSF8Xi92yennkdpT5nJkAjGdSU,https://gmgn.ai/sol/address/zephyrni115ZD4MvotSF8Xi92yennkdpT5nJkAjGdSU,,,,4,4,0.571,7,7,2.4,1,2026-05-10T20:43:23.000Z,2026-05-11T05:34:06.307Z,92925,0,489.84636822567,0,0.00014814180232653734,gmgn,smart_degen,padre,bundler|paper_hands,,
13,A,161.5,9KuTh7Ap29B13LWyDx4W7N5iCCrs9n3Vz3kLQ6ZbwKgW,https://gmgn.ai/sol/address/9KuTh7Ap29B13LWyDx4W7N5iCCrs9n3Vz3kLQ6ZbwKgW,,,,3,3,0.600,5,5,5,3.9,2026-05-08T06:05:00.000Z,2026-05-08T08:07:29.513Z,139873,101,183.92367773836128,0,0.0009880791917360823,gmgn,smart_degen,,,,
14,A,159.7,43QmFc2QPPGyMrSNuPnhvfs8BFW1XVZYFdbwURtWoo9x,https://gmgn.ai/sol/address/43QmFc2QPPGyMrSNuPnhvfs8BFW1XVZYFdbwURtWoo9x,,,,4,4,0.500,8,8,2.73,1,2026-05-10T20:52:54.000Z,2026-05-11T05:33:58.284Z,93032,0,10.76153160071,0,0.0006217131965755711,gmgn,smart_degen,gmgn,bundler|paper_hands,,
15,A,157.6,RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,https://gmgn.ai/sol/address/RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,,,,3,3,0.500,6,6,6,3.9,2026-05-08T05:19:50.000Z,2026-05-08T08:07:33.542Z,100772,0,36.86278831503,0,0.00021639520754549815,gmgn,smart_degen,,,,
16,A,157.5,6EDaVsS6enYgJ81tmhEkiKFcb4HuzPUVFZeom6PHUqN3,https://gmgn.ai/sol/address/6EDaVsS6enYgJ81tmhEkiKFcb4HuzPUVFZeom6PHUqN3,Cowboy🔶BNB,feibo03,Cowboy🔶BNB,3,3,0.429,7,7,2.39,1,2026-05-10T05:37:10.000Z,2026-05-11T05:33:46.296Z,114266,13,49.2530777954,0,0.005260532253688875,gmgn|okx,renowned|smart_money,kol|axiom|bullx|gmgn,bundler|paper_hands,,
17,A,153.2,zzzCaz9jTFBka6vypB26BeyKK9BTqyFYyFzqZtM6sUa,https://gmgn.ai/sol/address/zzzCaz9jTFBka6vypB26BeyKK9BTqyFYyFzqZtM6sUa,,,,3,3,0.500,6,6,6,3.9,2026-05-08T05:55:19.000Z,2026-05-08T08:07:33.544Z,123909,0,6.20527152799,0,0.00009446710372547606,gmgn,smart_degen,,,,
18,A,151.6,7q15WZ4iSUDvqfs5Kdh9bfptkQhs6qKUyCUq6GY6PGxg,https://gmgn.ai/sol/address/7q15WZ4iSUDvqfs5Kdh9bfptkQhs6qKUyCUq6GY6PGxg,,,,3,3,0.375,8,8,2.75,1,2026-05-10T05:46:41.000Z,2026-05-11T05:33:58.281Z,114266,0,369.61058444271,0,0.0005130082728609512,gmgn,smart_degen,axiom,paper_hands|bundler,,
19,A,151.6,9XJ9RQUgUFJ9ki8SiSyL5VqdtBA9rHCF92MKVYDqPEvY,https://gmgn.ai/sol/address/9XJ9RQUgUFJ9ki8SiSyL5VqdtBA9rHCF92MKVYDqPEvY,,,,3,3,1.000,3,3,3,3.9,2026-05-08T00:02:10.000Z,2026-05-08T08:07:27.489Z,116737,0,571.33699452139,0,0.0001647960198817748,gmgn,smart_degen,,,,
20,A,148.4,7wiEWKeG7sFUNh1TgujwCa9cmJtSSE4mNLDde7knjoeE,https://gmgn.ai/sol/address/7wiEWKeG7sFUNh1TgujwCa9cmJtSSE4mNLDde7knjoeE,,,,3,3,0.273,11,11,3.76,1,2026-05-10T20:24:16.000Z,2026-05-11T05:34:06.309Z,93261,0,-5.47789948991,0,0.00018863056353013777,gmgn,smart_degen,axiom|bullx|padre,paper_hands|bundler,,
21,A,148,9488N1xhqspsRwSHJJdUJxvApZxgTbLStbGZAT9H12H3,https://gmgn.ai/sol/address/9488N1xhqspsRwSHJJdUJxvApZxgTbLStbGZAT9H12H3,,,,4,3,0.444,9,8,3.08,1,2026-05-10T05:37:25.000Z,2026-05-11T05:33:22.265Z,108387,0,-26.40536159536,0,0.0010005872825992008,gmgn,smart_degen,axiom|trojan,bundler|paper_hands,,
22,A,147.7,2ji39D4iDuDR1m7rpJcS5ci86PLgBQkWPgwya8YQvY4h,https://gmgn.ai/sol/address/2ji39D4iDuDR1m7rpJcS5ci86PLgBQkWPgwya8YQvY4h,,,,3,3,0.375,8,7,2.73,1,2026-05-10T20:42:50.000Z,2026-05-11T05:34:06.307Z,93261,0,184.24090983676,0,0.0001750086924603838,gmgn,smart_degen,axiom,bundler|paper_hands,,
23,A,147.3,FpD6n8gfoZNxyAN6QqNH4TFQdV9vZEgcv5W4H2YL8k4X,https://gmgn.ai/sol/address/FpD6n8gfoZNxyAN6QqNH4TFQdV9vZEgcv5W4H2YL8k4X,Hesi,hesiitations,Hesi,3,3,0.429,7,7,2.39,1,2026-05-10T20:47:16.000Z,2026-05-11T05:34:06.310Z,93261,0,-280.81476745918,0,0.00019507691773155617,gmgn|okx,renowned|kol,kol|axiom|gmgn|padre|wash_trader,paper_hands|bundler,,
24,A,144.6,2tMtxBCdF7NWZxVdmBU2DFYBapEAruJVR7KWmZYSkroi,https://gmgn.ai/sol/address/2tMtxBCdF7NWZxVdmBU2DFYBapEAruJVR7KWmZYSkroi,,,,3,3,0.750,4,4,4,3.9,2026-05-08T05:56:07.000Z,2026-05-08T08:07:33.543Z,126745,0,3.71894461966,0,0.00006162165951846984,gmgn,smart_degen,,,,
25,B,144.3,DxM1hfY8FQ8dNGrucuJzhJcF8KRbjk8WBwrgKvQ9spPv,https://gmgn.ai/sol/address/DxM1hfY8FQ8dNGrucuJzhJcF8KRbjk8WBwrgKvQ9spPv,RC,ResellCalendar,RC,2,2,0.400,5,4,1.71,1,2026-05-10T21:33:58.000Z,2026-05-11T05:33:46.296Z,125441,0,91774.6128644719,0,0.0002912652013328101,gmgn|okx,renowned|kol,kol|fomo,bundler|paper_hands,,
26,B,141.4,CRehX3UNi4MyyQagMz7MyfiWrN9ZynE6v2eNZ2ffrPD1,https://gmgn.ai/sol/address/CRehX3UNi4MyyQagMz7MyfiWrN9ZynE6v2eNZ2ffrPD1,,,,2,2,0.286,7,7,7,3.9,2026-05-07T23:01:17.000Z,2026-05-08T08:07:29.508Z,139905,0,48.54707233048857,0,0.0027628326534786503,gmgn,smart_degen,,,,
27,A,140.6,M8fe7UqgeFzw2arbSHCTLKyi5qW9KiC8bigC1TGS3G9,https://gmgn.ai/sol/address/M8fe7UqgeFzw2arbSHCTLKyi5qW9KiC8bigC1TGS3G9,,,,3,3,0.750,4,4,4,3.9,2026-05-07T14:51:22.000Z,2026-05-08T08:07:27.489Z,122472,0,-26.15459134652,0,0.0001886488473745097,gmgn,smart_degen,,,,
28,B,139.9,BVrGGCNcZxNSChWa7XEnGDPJZQTgCmfQYurzDMimnQVr,https://gmgn.ai/sol/address/BVrGGCNcZxNSChWa7XEnGDPJZQTgCmfQYurzDMimnQVr,,,,2,2,0.500,4,4,4,1,2026-05-10T22:05:06.000Z,2026-05-11T05:34:06.309Z,74240,0,252.41814624724,0,0.00005474233274405902,gmgn,smart_degen,axiom,paper_hands|bundler,,
29,B,138,2dEpwaujMteZsFYCX3hwaavYKkU7kRwAwJe9XGuWNRGA,https://gmgn.ai/sol/address/2dEpwaujMteZsFYCX3hwaavYKkU7kRwAwJe9XGuWNRGA,,,,2,2,0.286,7,7,7,3.9,2026-05-08T05:23:34.000Z,2026-05-08T08:07:33.544Z,111610,0,12.53263766601,0,0.0001578807266981354,gmgn,smart_degen,,,,
30,B,137.1,2HpEemeT7HawRakzj3ckwfPxmgPnji6z7z9yox1sNR8D,https://gmgn.ai/sol/address/2HpEemeT7HawRakzj3ckwfPxmgPnji6z7z9yox1sNR8D,,,,2,2,0.500,4,4,4,1,2026-05-11T01:58:44.000Z,2026-05-11T05:34:06.310Z,74240,50,86.54094654082,0,0.000055797852185120825,gmgn,smart_degen,,bundler|paper_hands,,
31,B,135.8,AVjEtg2ECYKXYeqdRQXvaaAZBjfTjYuSMTR4WLhKoeQN,https://gmgn.ai/sol/address/AVjEtg2ECYKXYeqdRQXvaaAZBjfTjYuSMTR4WLhKoeQN,Putrick,Putrickk,Putrick,2,2,1.000,2,2,0.69,1,2026-05-10T06:59:50.000Z,2026-05-11T05:33:22.267Z,99339,0,642.00504966179,0,0.0006613780069502252,gmgn|okx,renowned|kol,kol|axiom,bundler|sniper,,
32,B,135.2,undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y,https://gmgn.ai/sol/address/undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y,,,,2,2,0.333,6,6,6,3.9,2026-05-07T03:51:07.000Z,2026-05-08T08:07:21.499Z,139905,0,6.10704690726,0,0.00026463910384842985,gmgn,smart_degen,,,,
33,B,133.9,HtwoXN4SeA4NDYMSwLc2fAYsXys3QUeVt78KDwFPYk3E,https://gmgn.ai/sol/address/HtwoXN4SeA4NDYMSwLc2fAYsXys3QUeVt78KDwFPYk3E,,,,2,2,0.500,4,4,4,3.9,2026-05-08T05:32:20.000Z,2026-05-08T08:07:33.544Z,111610,0,133.12455733295,0,0.0001423527393053937,gmgn,smart_degen,,,,
34,B,133.6,Tq9FfKdMhnMyBZiyXAGCXb3m6RsyX2WhfXq8DZykafU,https://gmgn.ai/sol/address/Tq9FfKdMhnMyBZiyXAGCXb3m6RsyX2WhfXq8DZykafU,,,,2,2,0.400,5,5,5,1,2026-05-11T00:49:49.000Z,2026-05-11T05:34:06.309Z,74240,0,-46.11180385221,0,0.000055727840694374464,gmgn,smart_degen,,paper_hands|bundler,,
35,B,132.6,Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,https://gmgn.ai/sol/address/Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,,,,2,2,0.500,4,4,4,3.9,2026-05-07T04:00:23.000Z,2026-05-08T08:07:29.513Z,135556,0,82.1359132483,0,0.002575505466355531,gmgn,smart_degen,,,,
36,A,131.9,GoonY5hPo63xAPCwkyWuFmQ57HWq8wj5Bevj2D222U4u,https://gmgn.ai/sol/address/GoonY5hPo63xAPCwkyWuFmQ57HWq8wj5Bevj2D222U4u,,,,3,3,0.600,5,5,1.72,1,2026-05-10T20:50:26.000Z,2026-05-11T05:34:06.309Z,84040,0,8.80484976497,0,0.00012412995905949494,gmgn,smart_degen,axiom,bundler|paper_hands,,
37,B,131.6,HW1wbyPSa7QTqjRzD4kCKZyBbXFzR8cA7sJqBrzrJ6o4,https://gmgn.ai/sol/address/HW1wbyPSa7QTqjRzD4kCKZyBbXFzR8cA7sJqBrzrJ6o4,,,,2,2,0.667,3,3,3,1,2026-05-10T20:16:05.000Z,2026-05-11T05:34:06.309Z,74240,0,154.59280551155,0,0.0001802589770068261,gmgn,smart_degen,fresh_wallet|axiom,bundler|paper_hands,,
38,C,131.5,BQVz7fQ1WsQmSTMY3umdPEPPTm1sdcBcX9sP7o6kPRmB,https://gmgn.ai/sol/address/BQVz7fQ1WsQmSTMY3umdPEPPTm1sdcBcX9sP7o6kPRmB,Limfork.eth,Limfork,Limfork.eth,1,1,0.500,2,2,2,3.9,2026-05-07T12:35:57.000Z,2026-05-08T08:08:34.987Z,79098,0,6227.728273766303,0.508876,68.32075939937386,gmgn|okx,renowned|kol,kol|axiom|bullx,bundler|paper_hands,,
39,B,131.1,DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,https://gmgn.ai/sol/address/DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,,,,2,2,0.500,4,4,4,3.9,2026-05-08T05:25:01.000Z,2026-05-08T08:07:33.543Z,111610,0,46.0537960741,0,0.00019916917188276395,gmgn,smart_degen,,,,
40,B,131,CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,https://gmgn.ai/sol/address/CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,,,,2,2,0.500,4,4,4,3.9,2026-05-07T13:03:12.000Z,2026-05-08T08:07:29.513Z,109454,0,44.06819989814,0,0.000059284517504793545,gmgn,smart_degen,,,,
41,C,129.7,4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,https://gmgn.ai/sol/address/4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,,,,1,1,0.500,2,2,2,3.9,2026-05-08T06:20:28.000Z,2026-05-08T08:08:34.970Z,91917,0,591.9426960182723,0.466667,48.990444028327616,okx|gmgn,smart_money|smart_degen,,,,
42,C,128.6,BNqKcFbBcfdVvvtVxPPioQXSTVmq1KUDLRw4ARHi28i2,https://gmgn.ai/sol/address/BNqKcFbBcfdVvvtVxPPioQXSTVmq1KUDLRw4ARHi28i2,,,,1,1,0.250,4,4,4,1,2026-05-10T10:12:43.000Z,2026-05-11T05:33:58.284Z,119579,0,6055.7001743080045,0,0.00032204318041578804,gmgn,smart_degen,axiom,bundler|paper_hands|transfer_in,,
43,C,128.4,9DdgHe2XoJF2B95z6uGurSjsLqT9EzBzm6BUsDR6D2PJ,https://gmgn.ai/sol/address/9DdgHe2XoJF2B95z6uGurSjsLqT9EzBzm6BUsDR6D2PJ,,,,1,1,0.250,4,4,4,1,2026-05-10T06:23:01.000Z,2026-05-11T05:33:58.285Z,119579,0,5645.30569200919,0,0.0004485709409714209,gmgn,smart_degen,padre,bundler|paper_hands,,
44,C,127.8,DTmCAADcmgu5yMc7tqNegryFNpMAkSJzV6EGLWftwGSt,https://gmgn.ai/sol/address/DTmCAADcmgu5yMc7tqNegryFNpMAkSJzV6EGLWftwGSt,,,,1,1,0.200,5,4,5,3.9,2026-05-07T02:55:02.000Z,2026-05-08T08:07:29.509Z,131302,0,1506.4322447573584,0,0.0006880443250984869,gmgn,smart_degen,,,,
45,C,126.7,6NQXRwFyzjuaHhYi5iYshs9zeMNTScv4z54bn3Q3opHu,https://gmgn.ai/sol/address/6NQXRwFyzjuaHhYi5iYshs9zeMNTScv4z54bn3Q3opHu,阿峰_Afeng,aa_AFeng,阿峰_Afeng,1,1,0.500,2,2,2,3.9,2026-05-08T06:50:51.000Z,2026-05-08T08:08:34.985Z,91917,0,1558.4209738992793,0.42857100000000004,413.32611019162437,gmgn|okx,renowned|kol,kol|gmgn,paper_hands,,
46,C,126.5,J4wCvZgKj2geSqsu5YpFh5pP2uecmjHsKyyCNwy7eLVC,https://gmgn.ai/sol/address/J4wCvZgKj2geSqsu5YpFh5pP2uecmjHsKyyCNwy7eLVC,三千火炎焱,iurttkx,三千火炎焱,1,1,0.500,2,2,2,3.9,2026-05-07T11:09:40.000Z,2026-05-08T08:08:34.986Z,148507,0,368.03623240711124,0.666667,40.21513124988796,gmgn|okx,renowned|kol,kol|axiom|gmgn,,,
47,B,125.3,9cxLzxjrTeodcbaEU3KCNGE1a4yFZEcdJ7uEXN378S4U,https://gmgn.ai/sol/address/9cxLzxjrTeodcbaEU3KCNGE1a4yFZEcdJ7uEXN378S4U,,,,2,2,0.500,4,4,4,3.9,2026-05-07T11:53:10.000Z,2026-05-08T08:07:19.484Z,113803,0,4.00983576831,0,0.0016583354152646793,gmgn,smart_degen,,,,
48,C,125.2,8SZnC4nicCmRBz1HZzFS1YrwMFEaEnkVi4k2oh5GEYV9,https://gmgn.ai/sol/address/8SZnC4nicCmRBz1HZzFS1YrwMFEaEnkVi4k2oh5GEYV9,,,,1,1,0.200,5,5,5,3.9,2026-05-07T02:53:48.000Z,2026-05-08T08:07:29.508Z,131302,0,259.84538787323214,0,0.003028793285953918,gmgn,smart_degen,,,,
49,C,125.1,AvzzD7SnRHb8Kv8dRk1JFYdWVcNtYhTybk2KbDWKB5ki,https://gmgn.ai/sol/address/AvzzD7SnRHb8Kv8dRk1JFYdWVcNtYhTybk2KbDWKB5ki,我是围棋高手（耐心）,0xweiqigaoshou,我是围棋高手（耐心）,1,1,0.500,2,2,2,3.9,2026-05-08T05:29:44.000Z,2026-05-08T08:08:34.987Z,91917,0,563.0943973754854,0.5,545.7753011667878,gmgn|okx,renowned|kol,kol|gmgn,paper_hands,,
50,B,124.8,AdHmAXchDLi6Niqx3h4QzipFSMu1Dm1yh7RwvGBKJPJa,https://gmgn.ai/sol/address/AdHmAXchDLi6Niqx3h4QzipFSMu1Dm1yh7RwvGBKJPJa,,,,2,2,0.667,3,3,1.03,1,2026-05-11T00:43:34.000Z,2026-05-11T05:34:06.306Z,74240,0,4848.038232171793,0,0.0000616987340328643,gmgn,smart_degen,axiom,paper_hands|bundler,,
51,B,124.6,79c2XHrcjA7HrLt3u4Pkwbm4gezeGq35iSnfDwZezAy6,https://gmgn.ai/sol/address/79c2XHrcjA7HrLt3u4Pkwbm4gezeGq35iSnfDwZezAy6,,,,2,2,0.250,8,6,2.73,1,2026-05-10T06:30:04.000Z,2026-05-11T05:33:58.285Z,125441,1671,41.24957369235,0,0.00024940966544882015,gmgn,smart_degen,axiom,paper_hands|bundler,,
52,B,123.2,GGjSUonDLxoVpDYgJa9ZuudyRvHsRbtHegezdgwsf7be,https://gmgn.ai/sol/address/GGjSUonDLxoVpDYgJa9ZuudyRvHsRbtHegezdgwsf7be,,,,2,2,1.000,2,2,2,3.9,2026-05-07T22:46:53.000Z,2026-05-08T08:07:27.489Z,144159,0,149.83402784917,0,0.00021368913314360953,gmgn,smart_degen,,,,
53,B,123.1,FdwVhbBQhY9rwF5yaZwVH2SK6jhtxj67idgVrrGgAmKS,https://gmgn.ai/sol/address/FdwVhbBQhY9rwF5yaZwVH2SK6jhtxj67idgVrrGgAmKS,,,,2,2,0.500,4,4,1.37,1,2026-05-10T20:12:15.000Z,2026-05-11T05:34:06.309Z,74240,563,1324.45723000555,0,0.00008159731154306713,gmgn,smart_degen,axiom,bundler|paper_hands,,
54,B,122.7,G4dZH7s2KZz1DJk1eJcsAAmMqtPrmeT2dbgrz5UNMYxq,https://gmgn.ai/sol/address/G4dZH7s2KZz1DJk1eJcsAAmMqtPrmeT2dbgrz5UNMYxq,,,,2,2,0.250,8,7,2.73,1,2026-05-10T05:18:07.000Z,2026-05-11T05:33:58.280Z,125441,566,8.50086477222,0,0.0009581018126478377,gmgn,smart_degen,axiom,bundler|paper_hands,,
55,B,122.6,8AaJxU97iu2FYMq4oG5ccYDJsJjK7XwvzjTcVpotwNZu,https://gmgn.ai/sol/address/8AaJxU97iu2FYMq4oG5ccYDJsJjK7XwvzjTcVpotwNZu,,,,2,2,0.333,6,6,2.06,1,2026-05-07T19:42:37.000Z,2026-05-11T05:33:58.279Z,139905,0,87.38361683252212,0,0.0005773325437986976,gmgn,smart_degen,axiom,bundler|paper_hands,,
56,B,122.3,1TXsKzewQzFb8MYidNCmvmPWTma1DWyC6fpvd5gQa7W,https://gmgn.ai/sol/address/1TXsKzewQzFb8MYidNCmvmPWTma1DWyC6fpvd5gQa7W,,,,2,2,1.000,2,2,2,1,2026-05-10T20:44:24.000Z,2026-05-11T05:34:06.309Z,74240,0,19.65955688759,0,0.00020277775889685726,gmgn,smart_degen,axiom,bundler|paper_hands,,
57,C,122.2,6H8DrKRTeb2bHwx45aVyvq8AoBdg6RadaRgRSbi8aGaX,https://gmgn.ai/sol/address/6H8DrKRTeb2bHwx45aVyvq8AoBdg6RadaRgRSbi8aGaX,,,,1,1,0.250,4,3,4,3.9,2026-05-07T08:48:33.000Z,2026-05-08T08:07:21.503Z,131302,0,1.71810097716,0,0.00025726557596108396,gmgn|okx,smart_degen|smart_money,,,,
58,C,121.9,GzqMvEa5t7CTA9StmDTsuAZvDqgz6EQCf7rkMf9iL7zj,https://gmgn.ai/sol/address/GzqMvEa5t7CTA9StmDTsuAZvDqgz6EQCf7rkMf9iL7zj,,,,1,1,0.167,6,5,6,3.9,2026-05-08T05:26:44.000Z,2026-05-08T08:07:33.543Z,91917,0,91.83422942456,0,0.0001673343765997912,gmgn,smart_degen,,,,
59,C,121.8,GBeuq1LCo7A1VvZ5cwAQWKqXZXwemrLW97qAMF9YKpz7,https://gmgn.ai/sol/address/GBeuq1LCo7A1VvZ5cwAQWKqXZXwemrLW97qAMF9YKpz7,,,,1,1,0.200,5,5,5,3.9,2026-05-07T03:33:40.000Z,2026-05-08T08:07:29.513Z,131302,0,68.81921498801,0,0.00007460554643969386,gmgn,smart_degen,,,,
60,B,121.8,hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,https://gmgn.ai/sol/address/hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,,,,2,2,0.667,3,3,3,3.9,2026-05-08T02:50:54.000Z,2026-05-08T08:07:29.507Z,144159,0,18.29494663328798,0,0.0028703068572578302,gmgn,smart_degen,,,,
61,C,121.4,BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,https://gmgn.ai/sol/address/BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,,,,1,1,0.333,3,3,3,1,2026-05-10T15:34:59.000Z,2026-05-11T05:33:46.295Z,119579,0,42039.24284604649,0,0.0015972151581189799,gmgn,smart_degen,axiom|photon,bundler|paper_hands|transfer_in,,
62,C,121.2,9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,https://gmgn.ai/sol/address/9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,Nach,NachSOL,Nach,1,1,0.200,5,4,1.71,1,2026-05-10T22:30:11.000Z,2026-05-11T05:33:46.297Z,119579,1332,1782.02750697308,0,0.009248349313720837,gmgn|okx,renowned|kol,kol|axiom|photon|gmgn,bundler|paper_hands|top_holder,,
63,B,121.1,2xTAbVhrFdHybZnxjkwfkQHLvkRKMfggL641mFKj8xWD,https://gmgn.ai/sol/address/2xTAbVhrFdHybZnxjkwfkQHLvkRKMfggL641mFKj8xWD,,,,2,2,0.500,4,4,4,3.9,2026-05-07T13:19:36.000Z,2026-05-08T08:07:31.503Z,135556,0,-69.90851906294,0,0.0001450789556205059,gmgn,smart_degen,,,,
