rank,tier,priority_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,pnl_fresh,pnl_age_days,pnl_snapshot_at_iso,avg_buy_usd,sources,tags,provider_tags,token_tags,manual_rating,manual_notes
112,C,99.2,8fsKLLtvKNanL4ginCaiRS6UfeemY11rSf8U8fN1dJw4,https://gmgn.ai/sol/address/8fsKLLtvKNanL4ginCaiRS6UfeemY11rSf8U8fN1dJw4,Stigman,Stigman__,Stigman,1,1,0.200,5,5,4.77,0.1,2026-05-10T05:20:21.000Z,2026-05-12T06:42:34.186Z,119579,0,1622.5651211144684,0,yes,0.1,2026-05-12T06:42:34.186Z,0.0026731472691209927,gmgn,smart_degen,axiom|padre,bundler|transfer_in|paper_hands,,
113,C,99,VVV4C8wbLVU5Yw2JmdF7SPmoG2ubmJmmcjzHAJcdHgH,https://gmgn.ai/sol/address/VVV4C8wbLVU5Yw2JmdF7SPmoG2ubmJmmcjzHAJcdHgH,钻石手,Sunnyikes,钻石手,1,1,0.125,8,7,2.01,0.1,2026-05-07T14:58:00.000Z,2026-05-12T06:42:34.192Z,131302,0,15.87507880132,0,yes,0.1,2026-05-12T06:42:34.192Z,0.0006496741541321508,gmgn,renowned,kol|gmgn,paper_hands|bundler,,
114,C,98.9,AdmuNy6KJgYa8GoJXDqCknBte57WQEf8khQG9iu9cY5,https://gmgn.ai/sol/address/AdmuNy6KJgYa8GoJXDqCknBte57WQEf8khQG9iu9cY5,,,,1,1,0.500,2,2,2,1.1,2026-05-10T05:30:59.000Z,2026-05-11T05:33:46.296Z,119579,0,147.58212796779,0,yes,1.1,2026-05-11T05:33:46.296Z,0.014075112602598583,gmgn,smart_degen,,bundler|paper_hands,,
115,B,98.5,2xTAbVhrFdHybZnxjkwfkQHLvkRKMfggL641mFKj8xWD,https://gmgn.ai/sol/address/2xTAbVhrFdHybZnxjkwfkQHLvkRKMfggL641mFKj8xWD,,,,2,2,0.500,4,4,4,4,2026-05-07T13:19:36.000Z,2026-05-08T08:07:31.503Z,135556,0,-69.90851906294,0,no,4,2026-05-08T08:07:31.503Z,0.0001450789556205059,gmgn,smart_degen,,,,
116,B,98.5,CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,https://gmgn.ai/sol/address/CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,,,,2,2,0.500,4,4,4,4,2026-05-07T13:03:12.000Z,2026-05-08T08:07:29.513Z,109454,0,44.06819989814,0,no,4,2026-05-08T08:07:29.513Z,0.000059284517504793545,gmgn,smart_degen,,,,
117,B,98.5,HtwoXN4SeA4NDYMSwLc2fAYsXys3QUeVt78KDwFPYk3E,https://gmgn.ai/sol/address/HtwoXN4SeA4NDYMSwLc2fAYsXys3QUeVt78KDwFPYk3E,,,,2,2,0.500,4,4,4,4,2026-05-08T05:32:20.000Z,2026-05-08T08:07:33.544Z,111610,0,133.12455733295,0,no,4,2026-05-08T08:07:33.544Z,0.0001423527393053937,gmgn,smart_degen,,,,
118,B,98.5,J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz,https://gmgn.ai/sol/address/J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz,,,,2,2,0.500,4,4,4,4,2026-05-07T10:50:15.000Z,2026-05-08T08:07:31.502Z,105200,0,-14.84783995322,0,no,4,2026-05-08T08:07:31.502Z,0.0002517131671968409,gmgn,smart_degen,,,,
119,B,98.5,Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,https://gmgn.ai/sol/address/Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,,,,2,2,0.500,4,4,4,4,2026-05-07T04:00:23.000Z,2026-05-08T08:07:29.513Z,135556,0,82.1359132483,0,no,4,2026-05-08T08:07:29.513Z,0.002575505466355531,gmgn,smart_degen,,,,
120,C,97.7,4Vg8eMEQ8hdiFfkwLJnjxDcRTX88TUc8w9hvsokvNS2q,https://gmgn.ai/sol/address/4Vg8eMEQ8hdiFfkwLJnjxDcRTX88TUc8w9hvsokvNS2q,,,,1,1,0.250,4,3,1.01,0.1,2026-05-10T14:17:40.000Z,2026-05-12T06:42:36.124Z,119579,0,80.26785890166701,0,yes,0.1,2026-05-12T06:42:36.124Z,0.0003079815500276286,gmgn,smart_degen,pump_smart,,,
121,C,96.6,9LxMdvs1m8QRFvFuhvzzMXykAkpaHTJhktULdpBztUMm,https://gmgn.ai/sol/address/9LxMdvs1m8QRFvFuhvzzMXykAkpaHTJhktULdpBztUMm,,,,1,1,0.125,8,7,2.01,0.1,2026-05-07T03:42:39.000Z,2026-05-12T06:42:46.142Z,131302,0,-123.22446002114,0,yes,0.1,2026-05-12T06:42:46.142Z,0.00048305049484779464,gmgn,smart_degen,axiom,bundler|paper_hands,,
122,C,96.5,6NQXRwFyzjuaHhYi5iYshs9zeMNTScv4z54bn3Q3opHu,https://gmgn.ai/sol/address/6NQXRwFyzjuaHhYi5iYshs9zeMNTScv4z54bn3Q3opHu,阿峰_Afeng,aa_AFeng,阿峰_Afeng,1,1,0.500,2,2,2,4,2026-05-08T06:50:51.000Z,2026-05-08T08:08:34.985Z,91917,0,1558.4209738992793,0.42857100000000004,no,4,2026-05-08T08:08:34.985Z,413.32611019162437,gmgn|okx,renowned|kol,kol|gmgn,paper_hands,,
123,C,96.3,8h4ws6RXbhZTh53ZZLi4hTw61iBMu3KUVouNkdToUXKq,https://gmgn.ai/sol/address/8h4ws6RXbhZTh53ZZLi4hTw61iBMu3KUVouNkdToUXKq,,,,1,1,0.500,2,2,2,1.1,2026-05-10T20:22:33.000Z,2026-05-11T05:34:06.309Z,28902,0,55.01022989965,0,yes,1.1,2026-05-11T05:34:06.309Z,0.00017147863576535792,gmgn,smart_degen,axiom,bundler|paper_hands,,
124,C,96.3,tuyuNoNBoij3FTkHmjkiEa4d8Nus4bjaCHfKRGgfLEs,https://gmgn.ai/sol/address/tuyuNoNBoij3FTkHmjkiEa4d8Nus4bjaCHfKRGgfLEs,,,,1,1,0.250,4,4,3.82,0.1,2026-05-10T05:23:34.000Z,2026-05-12T06:42:32.170Z,119579,0,498.82108983243,0,yes,0.1,2026-05-12T06:42:32.170Z,0.012032909661949026,gmgn,smart_degen,axiom,bundler|paper_hands,,
125,C,95.5,A1wRAMAQLuCfAQNUjnAa2Q4Ci5CQv2fGmhtSooGvBAaW,https://gmgn.ai/sol/address/A1wRAMAQLuCfAQNUjnAa2Q4Ci5CQv2fGmhtSooGvBAaW,,,,1,1,0.333,3,3,3,1.1,2026-05-10T21:16:56.000Z,2026-05-11T05:33:46.296Z,119579,0,341.50037200726,0,yes,1.1,2026-05-11T05:33:46.296Z,0.008937371955476626,gmgn,smart_degen,axiom|bullx,bundler|paper_hands,,
126,C,95.5,HtHkKxYN43BdJ8QJU1srMa3bqjpncLFcZgVCX8yU3AJS,https://gmgn.ai/sol/address/HtHkKxYN43BdJ8QJU1srMa3bqjpncLFcZgVCX8yU3AJS,,,,1,1,0.333,3,3,0.76,0.1,2026-05-07T04:17:01.000Z,2026-05-12T06:42:16.139Z,131302,0,16.81564052843,0,yes,0.1,2026-05-12T06:42:16.139Z,0.0017882663601656817,gmgn,smart_degen,axiom|photon,paper_hands,,
127,C,95.3,DphoNsGZMZ1KVDvLitJREiroFeTePL3YogsDKyP28Ztw,https://gmgn.ai/sol/address/DphoNsGZMZ1KVDvLitJREiroFeTePL3YogsDKyP28Ztw,,,,1,1,0.250,4,4,3.82,0.1,2026-05-10T20:17:41.000Z,2026-05-12T06:42:16.124Z,28902,0,339.08163888587,0,yes,0.1,2026-05-12T06:42:16.124Z,0.015003443262802594,gmgn,smart_degen,fresh_wallet|axiom,bundler|paper_hands,,
128,C,95.3,HSsJjkHrxezZ1SdhgdivhDGXbxANicWbKvKsVtrMrJvG,https://gmgn.ai/sol/address/HSsJjkHrxezZ1SdhgdivhDGXbxANicWbKvKsVtrMrJvG,,,,1,1,0.167,6,6,5.72,0.1,2026-05-10T14:14:06.000Z,2026-05-12T06:42:46.142Z,119579,0,302.94779550724,0,yes,0.1,2026-05-12T06:42:46.142Z,0.00039879585079079195,gmgn,smart_degen,axiom|padre,paper_hands|bundler,,
129,B,95,FJTe17tm2ofTRUsnw4TN6nSQSjYhfaw6wFGZRQJDdBZN,https://gmgn.ai/sol/address/FJTe17tm2ofTRUsnw4TN6nSQSjYhfaw6wFGZRQJDdBZN,,,,2,1,1.000,2,1,2,4,2026-05-08T08:02:18.000Z,2026-05-08T08:08:34.974Z,138073,0,551.9573547817814,0.481481,no,4,2026-05-08T08:08:34.974Z,53.72458131812777,okx,smart_money,,,,
130,C,94.9,7VBTpiiEjkwRbRGHJFUz6o5fWuhPFtAmy8JGhNqwHNnn,https://gmgn.ai/sol/address/7VBTpiiEjkwRbRGHJFUz6o5fWuhPFtAmy8JGhNqwHNnn,brox 🧟‍♂️,ohbrox,brox 🧟‍♂️,1,1,0.500,2,2,2,1.1,2026-05-10T20:15:13.000Z,2026-05-11T05:34:06.311Z,28902,0,216.05018043973,0,yes,1.1,2026-05-11T05:34:06.311Z,0.00017505374389323119,gmgn,renowned,kol|axiom|photon|bullx|padre,bundler|paper_hands,,
131,C,94.9,926XuvXosALA5EFivN16y4Ey8BY21kZYUXvhkNYBwYSj,https://gmgn.ai/sol/address/926XuvXosALA5EFivN16y4Ey8BY21kZYUXvhkNYBwYSj,trancey (bull mode),tranc3y,trancey (bull mode),1,1,1.000,1,1,1,1.1,2026-05-10T12:32:10.000Z,2026-05-11T05:33:22.267Z,119579,0,7.51445698478869,0,yes,1.1,2026-05-11T05:33:22.267Z,0.0007837075005860159,gmgn,renowned,kol|gmgn,bundler,,
132,B,94.8,CRehX3UNi4MyyQagMz7MyfiWrN9ZynE6v2eNZ2ffrPD1,https://gmgn.ai/sol/address/CRehX3UNi4MyyQagMz7MyfiWrN9ZynE6v2eNZ2ffrPD1,,,,2,2,0.286,7,7,7,4,2026-05-07T23:01:17.000Z,2026-05-08T08:07:29.508Z,139905,0,48.54707233048857,0,no,4,2026-05-08T08:07:29.508Z,0.0027628326534786503,gmgn,smart_degen,,,,
133,C,94.3,9MoWnd3zSxTLnZothvSzosL6YAaiSaiJ1dzrWhbYECEF,https://gmgn.ai/sol/address/9MoWnd3zSxTLnZothvSzosL6YAaiSaiJ1dzrWhbYECEF,,,,1,1,1.000,1,1,1,1.1,2026-05-10T18:11:45.000Z,2026-05-11T05:33:34.162Z,4713,0,-1.81531058667,0,yes,1.1,2026-05-11T05:33:34.162Z,0.000985647586176867,gmgn,smart_degen,,paper_hands,,
134,C,94.3,EeHJn4X6FUGEbcjJE5ysB8usN8C7AY75Ej8TrvfgPRrZ,https://gmgn.ai/sol/address/EeHJn4X6FUGEbcjJE5ysB8usN8C7AY75Ej8TrvfgPRrZ,,,,1,1,1.000,1,1,1,1.1,2026-05-10T13:59:20.000Z,2026-05-11T05:33:22.265Z,119579,0,-295.37602824896,0,yes,1.1,2026-05-11T05:33:22.265Z,0.0008337588401974785,gmgn,smart_degen,gmgn,,,
135,C,93.8,CBPMJkXhbRueZeAXVsCNnU3LSMytigzEzGrsJDY4nTHd,https://gmgn.ai/sol/address/CBPMJkXhbRueZeAXVsCNnU3LSMytigzEzGrsJDY4nTHd,,,,1,1,0.250,4,4,3.82,0.1,2026-05-10T20:09:52.000Z,2026-05-12T06:42:16.139Z,28902,0,190.17815391996,0,yes,0.1,2026-05-12T06:42:16.139Z,0.00004418327334783118,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,
